month,predictions_count,prophet_accuracy,xgb_accuracy,ensemble_accuracy,prophet_mae,xgb_mae,ensemble_mae
2025-06,25,63.983811558603115,79.85099747917964,85.62212149166511,20.939328504671153,11.752788372802733,8.720870583383618
